business_name,fb_followers,fb_like_range_month_m,fb_comment_range_month_m,fb_like_range_month_m_1,fb_comment_range_month_m_1
Cafe Luna,1800.0,"(6.2, 4610.6]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Cafe Luna,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(6.2, 4610.6]","(0.2, 110.2]"
Cafe Luna,1800.0,"(6.2, 4610.6]","(0.2, 110.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Cafe Luna,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Cafe Luna,1800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Moona,645.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Moona,645.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Moona,645.0,"(0.4, 6.2]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Moona,645.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Moona,645.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
4 Corners Pizza,1000.0,"(-0.001, 0.4]","(-0.001, 0.2]","(6.2, 4610.6]","(0.2, 110.2]"
4 Corners Pizza,1000.0,"(6.2, 4610.6]","(0.2, 110.2]","(0.4, 6.2]","(0.2, 110.2]"
4 Corners Pizza,1000.0,"(0.4, 6.2]","(0.2, 110.2]","(0.4, 6.2]","(-0.001, 0.2]"
4 Corners Pizza,1000.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(0.2, 110.2]"
4 Corners Pizza,1000.0,"(0.4, 6.2]","(0.2, 110.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Hunters,217.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Hunters,217.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Hunters,217.0,"(-0.001, 0.4]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Hunters,217.0,"(0.4, 6.2]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Hunters,217.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Ruka Resto Bar,924.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Ruka Resto Bar,924.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Ruka Resto Bar,924.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Ruka Resto Bar,924.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Ruka Resto Bar,924.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Committee,5800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Committee,5800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Committee,5800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Committee,5800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Committee,5800.0,"(-0.001, 0.4]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Zuma,1500.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Zuma,1500.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Zuma,1500.0,"(0.4, 6.2]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Zuma,1500.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Zuma,1500.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Orleans Bar & Restaurant,9.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Orleans Bar & Restaurant,9.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Orleans Bar & Restaurant,9.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Orleans Bar & Restaurant,9.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Orleans Bar & Restaurant,9.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Nagomi Kenmore,80.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Nagomi Kenmore,80.0,"(-0.001, 0.4]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Nagomi Kenmore,80.0,"(0.4, 6.2]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Nagomi Kenmore,80.0,"(-0.001, 0.4]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Nagomi Kenmore,80.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
The Lexington,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
The Lexington,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
The Lexington,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
The Lexington,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
The Lexington,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bistro du Midi Boston,3300.0,"(-0.001, 0.4]","(-0.001, 0.2]","(0.4, 6.2]","(0.2, 110.2]"
Bistro du Midi Boston,3300.0,"(0.4, 6.2]","(0.2, 110.2]","(0.4, 6.2]","(0.2, 110.2]"
Bistro du Midi Boston,3300.0,"(0.4, 6.2]","(0.2, 110.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bistro du Midi Boston,3300.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bistro du Midi Boston,3300.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
LoLa 42,2600.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
LoLa 42,2600.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
LoLa 42,2600.0,"(0.4, 6.2]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
LoLa 42,2600.0,"(-0.001, 0.4]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
LoLa 42,2600.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
No. 9 Park,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
No. 9 Park,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
No. 9 Park,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
No. 9 Park,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
No. 9 Park,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Stella Cheeses,80000.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Stella Cheeses,80000.0,"(-0.001, 0.4]","(-0.001, 0.2]","(6.2, 4610.6]","(0.2, 110.2]"
Stella Cheeses,80000.0,"(6.2, 4610.6]","(0.2, 110.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Stella Cheeses,80000.0,"(-0.001, 0.4]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Stella Cheeses,80000.0,"(0.4, 6.2]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bar Vlaha,145.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bar Vlaha,145.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bar Vlaha,145.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bar Vlaha,145.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bar Vlaha,145.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Levain Bakery,61000.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Levain Bakery,61000.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Levain Bakery,61000.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Levain Bakery,61000.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Levain Bakery,61000.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Hood Dairy,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Hood Dairy,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Hood Dairy,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Hood Dairy,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Hood Dairy,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Crazy Good Kitchen,4300.0,"(0.4, 6.2]","(0.2, 110.2]","(0.4, 6.2]","(-0.001, 0.2]"
Crazy Good Kitchen,4300.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(0.2, 110.2]"
Crazy Good Kitchen,4300.0,"(0.4, 6.2]","(0.2, 110.2]","(0.4, 6.2]","(0.2, 110.2]"
Crazy Good Kitchen,4300.0,"(0.4, 6.2]","(0.2, 110.2]","(0.4, 6.2]","(-0.001, 0.2]"
Crazy Good Kitchen,4300.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Grill 23 & Bar,7400.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Grill 23 & Bar,7400.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Grill 23 & Bar,7400.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Grill 23 & Bar,7400.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Grill 23 & Bar,7400.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Smith & Wollensky,26000.0,"(6.2, 4610.6]","(-0.001, 0.2]","(6.2, 4610.6]","(0.2, 110.2]"
Smith & Wollensky,26000.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Smith & Wollensky,26000.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Smith & Wollensky,26000.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Smith & Wollensky,26000.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
LoLa Burger,2600.0,"(-0.001, 0.4]","(-0.001, 0.2]","(0.4, 6.2]","(0.2, 110.2]"
LoLa Burger,2600.0,"(0.4, 6.2]","(0.2, 110.2]","(0.4, 6.2]","(-0.001, 0.2]"
LoLa Burger,2600.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
LoLa Burger,2600.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
LoLa Burger,2600.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Woods Hill Pier 4,1700.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(-0.001, 0.2]"
Woods Hill Pier 4,1700.0,"(6.2, 4610.6]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Woods Hill Pier 4,1700.0,"(0.4, 6.2]","(-0.001, 0.2]","(6.2, 4610.6]","(0.2, 110.2]"
Woods Hill Pier 4,1700.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(-0.001, 0.2]"
Woods Hill Pier 4,1700.0,"(6.2, 4610.6]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Petit Robert Bistro,5500.0,"(6.2, 4610.6]","(0.2, 110.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Petit Robert Bistro,5500.0,"(-0.001, 0.4]","(-0.001, 0.2]","(6.2, 4610.6]","(-0.001, 0.2]"
Petit Robert Bistro,5500.0,"(6.2, 4610.6]","(-0.001, 0.2]","(6.2, 4610.6]","(0.2, 110.2]"
Petit Robert Bistro,5500.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(-0.001, 0.2]"
Petit Robert Bistro,5500.0,"(6.2, 4610.6]","(-0.001, 0.2]","(6.2, 4610.6]","(-0.001, 0.2]"
The Dial,532.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
The Dial,532.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
The Dial,532.0,"(-0.001, 0.4]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
The Dial,532.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
The Dial,532.0,"(0.4, 6.2]","(-0.001, 0.2]","(0.4, 6.2]","(-0.001, 0.2]"
Blue Owl Central Square,296.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Blue Owl Central Square,296.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Blue Owl Central Square,296.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Blue Owl Central Square,296.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Blue Owl Central Square,296.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Yellow Door Taqueria,3000.0,"(6.2, 4610.6]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Yellow Door Taqueria,3000.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Yellow Door Taqueria,3000.0,"(-0.001, 0.4]","(-0.001, 0.2]","(6.2, 4610.6]","(0.2, 110.2]"
Yellow Door Taqueria,3000.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Yellow Door Taqueria,3000.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Bar 'Cino,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bar 'Cino,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bar 'Cino,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bar 'Cino,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bar 'Cino,,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Tradesman Coffee Shop & Lounge,409.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Tradesman Coffee Shop & Lounge,409.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Tradesman Coffee Shop & Lounge,409.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Tradesman Coffee Shop & Lounge,409.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Tradesman Coffee Shop & Lounge,409.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Bakey Babka,950.0,"(0.4, 6.2]","(-0.001, 0.2]","(6.2, 4610.6]","(0.2, 110.2]"
Bakey Babka,950.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(-0.001, 0.2]"
Bakey Babka,950.0,"(6.2, 4610.6]","(-0.001, 0.2]","(6.2, 4610.6]","(0.2, 110.2]"
Bakey Babka,950.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Bakey Babka,950.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Delini Gelato Boston,822.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Delini Gelato Boston,822.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Delini Gelato Boston,822.0,"(6.2, 4610.6]","(0.2, 110.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Delini Gelato Boston,822.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Delini Gelato Boston,822.0,"(-0.001, 0.4]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Umbria Steakhouse & Roofdeck,377.0,"(6.2, 4610.6]","(0.2, 110.2]","(0.4, 6.2]","(-0.001, 0.2]"
Umbria Steakhouse & Roofdeck,377.0,"(0.4, 6.2]","(-0.001, 0.2]","(-0.001, 0.4]","(0.2, 110.2]"
Umbria Steakhouse & Roofdeck,377.0,"(-0.001, 0.4]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Umbria Steakhouse & Roofdeck,377.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(-0.001, 0.2]"
Umbria Steakhouse & Roofdeck,377.0,"(6.2, 4610.6]","(-0.001, 0.2]","(-0.001, 0.4]","(-0.001, 0.2]"
Davio's Northern Italian Steakhouse,2300.0,"(0.4, 6.2]","(-0.001, 0.2]","(6.2, 4610.6]","(0.2, 110.2]"
Davio's Northern Italian Steakhouse,2300.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(0.2, 110.2]"
Davio's Northern Italian Steakhouse,2300.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(-0.001, 0.2]"
Davio's Northern Italian Steakhouse,2300.0,"(6.2, 4610.6]","(-0.001, 0.2]","(6.2, 4610.6]","(0.2, 110.2]"
Davio's Northern Italian Steakhouse,2300.0,"(6.2, 4610.6]","(0.2, 110.2]","(6.2, 4610.6]","(-0.001, 0.2]"
