business_name,insta_followers,insta_like_range_month_m,insta_view_range_month_m,insta_comment_range_month_m,insta_like_range_month_m_1,insta_comment_range_month_m_1,insta_view_range_month_m_1
Mooo Seaport,4446.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Mooo Seaport,4446.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Mooo Seaport,4446.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Uni Boston,18000.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(-0.001, 2.0]","(-0.001, 2083.75]"
Uni Boston,18000.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(-0.001, 2.0]","(-0.001, 2083.75]"
Uni Boston,18000.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(-0.001, 2.0]","(-0.001, 2083.75]"
Uni Boston,18000.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Uni Boston,18000.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(181.1, 7864.8]","(-0.001, 2.0]","(-0.001, 2083.75]"
Bartaco,114000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Bartaco,114000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Bartaco,114000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Bartaco,114000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Bartaco,114000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Tsurutontan East,10200.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
Tsurutontan East,10200.0,"(13.95, 67.2]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Tsurutontan East,10200.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
Tsurutontan East,10200.0,"(13.95, 67.2]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Tsurutontan East,10200.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
The Daily Catch,23400.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
The Daily Catch,23400.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
The Daily Catch,23400.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
The Daily Catch,23400.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(2.0, 7.0]","(-0.001, 2083.75]"
The Daily Catch,23400.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(2.0, 7.0]","(181.1, 7864.8]","(2.0, 7.0]","(-0.001, 2083.75]"
Sugar & Spice ,3795.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
Sugar & Spice ,3795.0,"(13.95, 67.2]","(-0.001, 2083.75]","(2.0, 7.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Sugar & Spice ,3795.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Sugar & Spice ,3795.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Sugar & Spice ,3795.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
Saloniki Greek,6339.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Saloniki Greek,6339.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Saloniki Greek,6339.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
Saloniki Greek,6339.0,"(13.95, 67.2]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
Saloniki Greek,6339.0,"(13.95, 67.2]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Red Lentil watertown,2754.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Red Lentil watertown,2754.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Red Lentil watertown,2754.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Red Lentil watertown,2754.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Red Lentil watertown,2754.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
PURO ceviche bar,4954.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(7.0, 3329.0]","(-0.001, 2083.75]"
PURO ceviche bar,4954.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
PURO ceviche bar,4954.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(-0.001, 13.95]","(2.0, 7.0]","(-0.001, 2083.75]"
PURO ceviche bar,4954.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
PURO ceviche bar,4954.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Parla,6615.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Parla,6615.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Parla,6615.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Parla,6615.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Parla,6615.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Temazcal Tequila Cantina,4630.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Temazcal Tequila Cantina,4630.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Temazcal Tequila Cantina,4630.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Temazcal Tequila Cantina,4630.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Temazcal Tequila Cantina,4630.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Citrus & Salt,30800.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(2.0, 7.0]","(-0.001, 2083.75]"
Citrus & Salt,30800.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(2.0, 7.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Citrus & Salt,30800.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Citrus & Salt,30800.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(2.0, 7.0]","(-0.001, 2083.75]"
Citrus & Salt,30800.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(2.0, 7.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
La Colombe Coffee Roasters,193000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
La Colombe Coffee Roasters,193000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
La Colombe Coffee Roasters,193000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
La Colombe Coffee Roasters,193000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
La Colombe Coffee Roasters,193000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Ruckus,1860.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Ruckus,1860.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
Ruckus,1860.0,"(13.95, 67.2]","(-0.001, 2083.75]","(2.0, 7.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Ruckus,1860.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Ruckus,1860.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Area Four,20500.0,"(67.2, 181.1]","(-0.001, 2083.75]","(7.0, 3329.0]","(67.2, 181.1]","(7.0, 3329.0]","(-0.001, 2083.75]"
Area Four,20500.0,"(67.2, 181.1]","(-0.001, 2083.75]","(7.0, 3329.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Area Four,20500.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(7.0, 3329.0]","(-0.001, 2083.75]"
Area Four,20500.0,"(13.95, 67.2]","(-0.001, 2083.75]","(7.0, 3329.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Area Four,20500.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(7.0, 3329.0]","(-0.001, 2083.75]"
Toro Boston,39000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(2.0, 7.0]","(-0.001, 2083.75]"
Toro Boston,39000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(2.0, 7.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Toro Boston,39000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(2.0, 7.0]","(-0.001, 2083.75]"
Toro Boston,39000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(2.0, 7.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Toro Boston,39000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(7.0, 3329.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
George Howell Coffee,27200.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
George Howell Coffee,27200.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
George Howell Coffee,27200.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(181.1, 7864.8]","(2.0, 7.0]","(-0.001, 2083.75]"
George Howell Coffee,27200.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(-0.001, 2.0]","(-0.001, 2083.75]"
George Howell Coffee,27200.0,"(67.2, 181.1]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(-0.001, 2.0]","(-0.001, 2083.75]"
Bar Mezzana,13100.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Bar Mezzana,13100.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Bar Mezzana,13100.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Bar Mezzana,13100.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Bar Mezzana,13100.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Ink Block Boston,6448.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(67.2, 181.1]","(7.0, 3329.0]","(-0.001, 2083.75]"
Ink Block Boston,6448.0,"(67.2, 181.1]","(-0.001, 2083.75]","(7.0, 3329.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Ink Block Boston,6448.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Ink Block Boston,6448.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Ink Block Boston,6448.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Oishii Boston,5469.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Oishii Boston,5469.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Oishii Boston,5469.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Oishii Boston,5469.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Oishii Boston,5469.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Crudo Boston,1854.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Crudo Boston,1854.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Crudo Boston,1854.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Crudo Boston,1854.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Crudo Boston,1854.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Meimei dumplings,25000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(2.0, 7.0]","(181.1, 7864.8]","(2.0, 7.0]","(-0.001, 2083.75]"
Meimei dumplings,25000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(2.0, 7.0]","(67.2, 181.1]","(2.0, 7.0]","(-0.001, 2083.75]"
Meimei dumplings,25000.0,"(67.2, 181.1]","(-0.001, 2083.75]","(2.0, 7.0]","(181.1, 7864.8]","(2.0, 7.0]","(-0.001, 2083.75]"
Meimei dumplings,25000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(2.0, 7.0]","(181.1, 7864.8]","(2.0, 7.0]","(-0.001, 2083.75]"
Meimei dumplings,25000.0,"(181.1, 7864.8]","(-0.001, 2083.75]","(2.0, 7.0]","(181.1, 7864.8]","(7.0, 3329.0]","(-0.001, 2083.75]"
Paramount Southie,3032.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Paramount Southie,3032.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Paramount Southie,3032.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Paramount Southie,3032.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Paramount Southie,3032.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Teado Central,104.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Teado Central,104.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Teado Central,104.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Teado Central,104.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Teado Central,104.0,"(-0.001, 13.95]","(-0.001, 2083.75]","(-0.001, 2.0]","(-0.001, 13.95]","(-0.001, 2.0]","(-0.001, 2083.75]"
Trade Boston,9565.0,"(13.95, 67.2]","(-0.001, 2083.75]","(2.0, 7.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Trade Boston,9565.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Trade Boston,9565.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Trade Boston,9565.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(-0.001, 2.0]","(-0.001, 2083.75]"
Trade Boston,9565.0,"(13.95, 67.2]","(-0.001, 2083.75]","(-0.001, 2.0]","(13.95, 67.2]","(2.0, 7.0]","(-0.001, 2083.75]"
