business_name,insta_link,insta_followers,insta_ave_views_first5_biz_202309,insta_ave_likes_first5_biz_202309,insta_ave_comments_first5_biz_202309,insta_ave_views_first5_biz_202308,insta_ave_likes_first5_biz_202308,insta_ave_comments_first5_biz_202308,insta_ave_views_first5_biz_202307,insta_ave_likes_first5_biz_202307,insta_ave_comments_first5_biz_202307,insta_ave_views_first5_biz_202306,insta_ave_likes_first5_biz_202306,insta_ave_comments_first5_biz_202306,insta_ave_views_first5_biz_202305,insta_ave_likes_first5_biz_202305,insta_ave_comments_first5_biz_202305,insta_ave_views_first5_biz_202304,insta_ave_likes_first5_biz_202304,insta_ave_comments_first5_biz_202304,fb_link,fb_followers,fb_ave_views_first5_biz_202309,fb_ave_likes_first5_biz_202309,fb_ave_comments_first5_biz_202309,fb_ave_views_first5_biz_202308,fb_ave_likes_first5_biz_202308,fb_ave_comments_first5_biz_202308,fb_ave_views_first5_biz_202307,fb_ave_likes_first5_biz_202307,fb_ave_comments_first5_biz_202307,fb_ave_views_first5_biz_202306,fb_ave_likes_first5_biz_202306,fb_ave_comments_first5_biz_202306,fb_ave_views_first5_biz_202305,fb_ave_likes_first5_biz_202305,fb_ave_comments_first5_biz_202305,fb_ave_views_first5_biz_202304,fb_ave_likes_first5_biz_202304,fb_ave_comments_first5_biz_202304,,insta_name,tiktok_link,tiktok_followers,tiktok_likes,tiktok_ave_views_first5_biz_202309,tiktok_ave_likes_first5_biz_202309,tiktok_ave_comments_first5_biz_202309,tiktok_ave_views_first5_biz_202308,tiktok_ave_likes_first5_biz_202308,tiktok_ave_comments_first5_biz_202308,tiktok_ave_views_first5_biz_202307,tiktok_ave_likes_first5_biz_202307,tiktok_ave_comments_first5_biz_202307,tiktok_ave_views_first5_biz_202306,tiktok_ave_likes_first5_biz_202306,tiktok_ave_comments_first5_biz_202306,tiktok_ave_views_first5_biz_202305,tiktok_ave_likes_first5_biz_202305,tiktok_ave_comments_first5_biz_202305,tiktok_ave_views_first5_biz_202304,tiktok_ave_likes_first5_biz_202304,tiktok_ave_comments_first5_biz_202304,insta_name,tiktok_ave_views_first5_nonbiz_202309,tiktok_ave_likes_first5_nonbiz_202309,tiktok_ave_comments_first5_nonbiz_202309,tiktok_ave_views_first5_nonbiz_202308,tiktok_ave_likes_first5_nonbiz_202308,tiktok_ave_comments_first5_nonbiz_202308,tiktok_ave_views_first5_nonbiz_202307,tiktok_ave_likes_first5_nonbiz_202307,tiktok_ave_comments_first5_nonbiz_202307,tiktok_ave_views_first5_nonbiz_202306,tiktok_ave_likes_first5_nonbiz_202306,tiktok_ave_comments_first5_nonbiz_202306,tiktok_ave_views_first5_nonbiz_202305,tiktok_ave_likes_first5_nonbiz_202305,tiktok_ave_comments_first5_nonbiz_202305,tiktok_ave_views_first5_nonbiz_202304,tiktok_ave_likes_first5_nonbiz_202304,tiktok_ave_comments_first5_nonbiz_202304
Bakey Babka,https://www.instagram.com/bakeybabka/,"13,000.0","7,066.0",160.0,10.0,"9,394.5",355.5,15.0,"24,719.7","1,040.5",33.5,na,na,na,na,595.0,29.0,na,396.3,95.8,https://www.facebook.com/BakeyBabka,950.0,na,14.2,1.8,na,10.8,0.4,na,12.3,0.5,na,11.6,0.2,na,14.0,0.8,na,4.0,0.0,,bakeybabka,https://www.tiktok.com/@bakeybabka,36.0,358.0,0.0,0.0,0.0,"1,166.0",34.0,90.0,"1,147.0",132.0,1.0,653.5,0.0,0.0,"1,307.0",31.0,0.0,927.0,37.0,0.0,bakeybabka,0.00,0.00,0.00,953.50,18.50,0.00,0.00,0.00,0.00,944.00,277.00,7.00,"7,971.00",316.00,0.00,"2,042.25",113.50,2.75
Delini Gelato Boston,https://www.instagram.com/delinigelato/,"2,776.0",na,na,na,na,na,na,na,na,na,na,214.0,30.0,na,74.0,4.0,na,187.0,11.0,https://www.facebook.com/delinigelato/,822.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,50.0,2.0,na,23.0,2.0,na,48.0,8.0,,delinigelato,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,delinigelato,0.00,0.00,0.00,671.00,27.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Umbria Steakhouse & Roofdeck,https://www.instagram.com/umbrianorthend/,"5,850.0",na,na,na,na,212.3,8.0,na,297.6,11.2,na,na,na,na,63.0,0.0,na,151.0,8.0,https://www.facebook.com/umbrianorthend,377.0,na,0.0,0.0,na,13.0,0.0,na,26.4,2.4,na,0.0,1.0,na,4.0,0.0,na,12.0,1.0,,umbrianorthend,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,umbrianorthend,"1,004.00",34.00,0.00,"24,165.40","1,231.00",9.40,"1,212.00",29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"4,506.00",360.00,0.00
Davio's Northern Italian Steakhouse,https://www.instagram.com/daviosrestaurant/,"18,000.0",na,27.6,0.8,na,38.2,1.8,na,172.6,15.8,na,48.8,1.8,na,65.4,1.8,"12,000.0",38.8,1.0,https://www.facebook.com/DaviosSeaport/,"2,300.0",na,12.0,0.0,na,7.8,0.4,na,6.8,0.0,na,29.0,1.3,na,15.7,1.7,na,4.8,0.0,,daviosrestaurant,https://www.tiktok.com/@daviosrestaurant,86.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,daviosrestaurant,832.00,15.00,0.00,746.67,13.67,0.33,"2,190.20",54.80,6.80,"16,973.50",459.50,7.00,0.00,0.00,0.00,"17,751.75",982.00,8.00
MEX,https://www.instagram.com/mextequilabar/,"5,388.0",na,36.4,0.4,"1,822.0",204.6,9.6,"2,191.8",70.8,1.2,"18,997.5",447.0,6.2,"2,110.0",198.4,32.4,"2,984.0",173.6,27.8,https://www.facebook.com/mextequilabar,358.0,na,0.0,0.0,na,0.0,0.0,na,5.0,1.0,na,0.0,0.0,na,2.0,0.0,na,1.4,0.0,,mextequilabar,https://www.tiktok.com/@mextequilabar,125.0,"1,067.0",193.8,8.6,0.0,475.4,21.4,0.0,645.0,24.8,0.4,377.1,16.6,0.4,306.0,6.2,0.0,235.6,12.2,0.0,mextequilabar,"1,305.67",36.33,0.00,"11,224.50",726.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00,"1,438.67",34.00,1.00,978.00,20.00,0.00
W Boston,https://www.instagram.com/wboston/,"19,000.0",na,42.0,1.0,"5,380.5",692.5,15.5,"4,465.0",145.0,39.7,"4,188.2",90.2,2.2,"218,333.3","7,160.8","1,584.8",na,na,na,https://www.facebook.com/1120entertainment,236.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,wboston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,wboston,0.00,0.00,0.00,"20,521.50",640.00,1.50,0.00,0.00,0.00,"184,200.00","6,686.00",40.00,"408,000.00","31,200.00",197.00,0.00,0.00,0.00
Oath Pizza,https://www.instagram.com/oathpizza/,"9,175.0",658.0,na,na,"15,523.0",417.3,47.8,"12,767.3",281.7,13.3,"3,341.0",755.0,125.0,"2,123.7",93.2,11.2,na,73.2,2.4,https://www.facebook.com/oathpizza/,"3,800.0",na,1.5,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,2.2,1.2,,oathpizza,https://www.tiktok.com/@oath_pizza,45.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,565.0",126.0,3.0,0.0,0.0,0.0,oathpizza,0.00,0.00,0.00,835.00,39.00,1.00,"10,638.00",538.33,11.33,0.00,0.00,0.00,"1,361.50",46.00,4.50,"1,500.00",127.00,12.00
VESTER,https://www.instagram.com/vestercafe/,"9,295.0",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,https://www.facebook.com/vestercafe/,211.0,na,0.0,0.0,na,0.4,0.0,na,0.2,0.0,na,0.0,0.0,na,0.2,0.0,na,0.0,0.0,,vestercafe,https://www.tiktok.com/@vesterlife,153.0,"1,230.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vestercafe,0.00,0.00,0.00,"1,623.00",74.00,6.00,"12,300.00",518.00,3.00,"8,768.33",533.67,10.00,0.00,0.00,0.00,"1,763.00",62.00,4.67
JOIA Ristorante & Lounge,https://www.instagram.com/joiaboston/,"7,387.0","5,054.2",122.7,26.7,"6,391.0",234.0,59.7,"33,060.0",697.0,12.8,"37,412.2","1,043.8",38.6,"18,236.8",298.6,6.0,"114,000.0",928.0,14.0,https://www.facebook.com/joiaboston,333.0,na,9.5,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,11.4,0.6,na,11.2,1.0,,joiaboston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,joiaboston,"2,489.00",41.33,0.33,"1,815.33",74.67,1.33,"4,833.20",144.80,1.60,"41,627.00","1,511.00",10.00,"28,725.80","1,453.40",12.80,"23,625.67","1,218.33",5.00
Shiki Shabu Shabu,https://www.instagram.com/shiki_shabushabu/,487.0,na,20.5,0.0,na,18.0,0.5,na,27.5,1.5,na,39.0,2.2,na,23.0,3.0,na,na,na,https://www.facebook.com/profile.php?id=100091678213028&mibextid=LQQJ4d,21.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,1.0,0.0,na,0.0,0.0,na,0.0,0.0,,shiki_shabushabu,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,shiki_shabushabu,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
JP Fuji Group,https://www.instagram.com/jpfujigroup/,"2,508.0","3,589.0",25.0,0.8,"1,221.0",14.0,0.0,743.0,16.2,0.0,518.0,13.8,0.0,"3,210.0",40.8,1.0,"1,511.5",71.2,3.4,https://www.facebook.com/jpfujigroup,762.0,na,4.4,0.2,na,5.8,0.0,na,5.4,0.0,na,6.0,0.4,na,12.0,0.2,na,8.6,0.0,,jpfujigroup,https://www.tiktok.com/@jpfujigroup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jpfujigroup,230.00,7.00,0.00,"1,066.50",27.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,"9,395.33",482.67,5.33,0.00,0.00,0.00
Empire Boston,https://www.instagram.com/bostonempire/,"12,000.0",na,81.8,1.8,"2,612.0",52.5,1.5,"3,094.0",60.5,1.0,"4,299.0",118.3,12.3,na,87.0,3.0,"9,107.0",164.0,4.0,https://www.facebook.com/EmpireBos,"10,000.0",na,2.8,0.2,na,2.0,0.0,na,2.0,0.0,na,3.0,0.0,na,7.0,0.0,na,6.0,0.0,,bostonempire,https://www.tiktok.com/@empireboston,203.0,"1,879.0","1,349.7",38.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,"1,508.7",0.0,0.0,"1,393.6",35.4,0.4,787.0,19.8,0.3,bostonempire,"1,832.00",75.00,2.00,573.00,22.00,6.00,"1,001.00",12.00,0.00,"1,745.00",82.00,0.00,0.00,0.00,0.00,"1,128.50",39.50,0.00
Yoki Express,https://www.instagram.com/yokiexpress/,"1,122.0",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,https://www.facebook.com/yokiexpress/,"1,900.0",na,0.5,0.0,na,0.7,0.0,na,1.2,0.2,na,5.6,0.0,na,1.5,0.0,na,0.3,0.0,,yokiexpress,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,yokiexpress,"1,128.00",27.00,1.00,894.00,28.00,0.00,0.00,0.00,0.00,"3,588.33",76.33,3.33,0.00,0.00,0.00,0.00,0.00,0.00
Gopchang Story Boston,https://www.instagram.com/gopchangstory_bos/,"2,120.0","1,117.0",35.0,0.0,na,18.0,0.0,"1,644.0",29.5,2.5,na,na,na,"6,509.0",156.0,15.0,na,153.0,4.0,https://www.facebook.com/gopchangboston,682.0,na,0.0,0.0,na,8.0,0.0,na,2.0,0.0,na,0.0,0.0,na,0.0,0.0,na,9.0,5.3,,gopchangstory_bos,https://www.tiktok.com/@gopchangstoryboston,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gopchangstory_bos,"1,651.00",17.33,3.00,"2,011.00",61.00,1.00,"2,380.00",58.00,20.00,"25,072.50",68.00,1.00,"3,239.25",79.25,1.50,0.00,0.00,0.00
BAB,https://www.instagram.com/babkoreanbistro/,767.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,https://www.facebook.com/profile.php?id=100067516009899,137.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,babkoreanbistro,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,babkoreanbistro,0.00,0.00,0.00,0.00,0.00,0.00,283.00,3.00,1.00,"1,133.00",16.00,0.00,0.00,0.00,0.00,512.00,23.00,0.00
Myung Dong 1st Ave,https://www.instagram.com/md_allston/,31.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,https://www.facebook.com/profile.php?id=100067949541117,643.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,md_allston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,md_allston,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,053.00",109.00,0.00,0.00,0.00,0.00
WakuWaku Ramen & Sake,https://www.instagram.com/wakuwakuramen/,"5,865.0","3,268.3",170.3,35.0,"7,367.8",180.6,15.6,"25,629.0","1,246.0",35.2,"50,137.0",785.2,13.0,"4,119.0",100.3,3.8,na,92.0,12.8,https://www.facebook.com/people/WakuWaku-Ramen-Sake/100069770463957/,278.0,na,0.0,0.0,na,1.3,0.0,na,1.0,0.0,na,2.0,0.0,na,1.6,0.0,na,4.3,0.0,,wakuwakuramen,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,wakuwakuramen,381.00,7.75,0.25,"30,067.00","2,006.67",11.67,"3,485.75",106.25,2.50,"34,250.00","2,215.50",46.00,"2,139.50",75.50,2.00,593.33,20.67,2.00
Shojo Cambridge,https://www.instagram.com/shojocambridge/,"1,000.0","1,707.0",19.6,0.6,509.0,12.0,0.4,846.0,24.5,0.0,"12,820.5",193.0,11.3,"1,021.0",21.0,0.5,na,95.0,12.0,https://www.facebook.com/ShojoCambridge,63.0,na,0.2,0.0,na,1.0,0.0,na,0.0,0.0,na,0.4,0.0,na,0.0,0.0,na,0.0,0.0,,shojocambridge,https://www.tiktok.com/@shojocambridge,15.0,615.0,"1,928.5",63.5,0.3,"1,149.6",11.2,0.2,"2,026.0",39.0,0.3,767.3,9.0,0.2,"1,421.0",43.0,0.0,0.0,0.0,0.0,shojocambridge,"7,651.00",288.00,1.50,299.00,20.00,1.00,"1,904.50",27.00,0.50,"1,330.00",41.00,2.00,0.00,0.00,0.00,427.00,28.00,0.00
Shōjō Boston,https://www.instagram.com/shojoboston/,"8,518.0","2,030.0",35.0,1.0,"2,254.0",44.2,0.8,"3,659.0",42.6,0.2,"1,655.0",34.0,1.2,"2,075.0",88.0,0.0,na,na,na,https://www.facebook.com/shojoboston,"2,900.0",na,0.4,0.0,na,1.8,0.0,na,1.2,0.0,na,1.8,0.0,na,7.0,0.0,na,0.0,0.0,,shojoboston,https://www.tiktok.com/@shojoboston,27.0,"1,006.0",567.8,16.8,0.3,574.0,17.6,0.0,"1,174.5",46.8,0.8,"1,951.2",60.0,0.3,"2,178.3",99.5,0.3,0.0,0.0,0.0,shojoboston,475.33,16.00,0.00,302.00,3.00,1.00,"1,573.67",29.67,0.67,"1,330.00",41.00,2.00,"1,166.00",41.50,1.00,"23,400.00",961.00,4.00
Park 54 Restaurant & Lounge,https://www.instagram.com/park54restaurant/,"5,977.0",na,na,na,"7,839.0","2,540.0",55.0,"6,083.0",158.0,6.5,"14,808.3",432.8,21.5,na,na,na,na,na,na,https://www.facebook.com/park54restaurantandlounge,"1,900.0",na,0.0,0.0,na,9.8,2.0,na,11.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,park54restaurant,https://www.tiktok.com/@park54restaurant.com,77.0,529.0,496.0,2.8,0.0,554.8,3.8,0.4,433.4,15.8,0.2,340.7,2.0,0.0,336.8,1.0,0.0,219.5,2.0,0.0,park54restaurant,768.00,36.50,1.00,"11,596.00",833.25,7.50,526.40,19.60,1.60,"2,765.00",68.00,1.00,0.00,0.00,0.00,"1,636.00",57.00,1.00
154 STATION Burgers and drinks,https://www.instagram.com/154station/,"12,000.0","3,422.8",46.6,2.6,"1,124.5",10.6,0.4,814.0,10.2,0.0,883.3,15.6,0.4,na,na,na,na,na,na,https://www.facebook.com/profile.php?id=61551822702685,1.0,na,,,na,,,na,,,na,,,na,,,na,,,,154station,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,154station,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Life Alive Organic Cafe,https://www.instagram.com/lifealivecafe/,"28,000.0","4,879.3",164.2,8.4,"5,432.0",177.5,11.8,"7,533.7",220.4,15.6,"4,788.5",235.0,73.0,"3,436.5",147.0,9.7,"7,386.8",262.4,30.2,https://www.facebook.com/lifealivecafe,"13,000.0",na,48.6,6.6,na,6.8,0.2,na,13.6,2.2,na,4.0,0.0,na,7.0,0.0,na,5.0,0.8,,lifealivecafe,https://www.tiktok.com/@lifealivecafe,376.0,743.0,666.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.5,5.0,1.0,844.0,27.0,1.0,0.0,0.0,0.0,lifealivecafe,0.00,0.00,0.00,0.00,0.00,0.00,"4,481.00",108.50,4.50,"2,719.33",69.67,6.00,"1,187.00",28.00,0.00,0.00,0.00,0.00
by Love Art,https://www.instagram.com/loveartsushi/,"4,140.0",na,na,na,na,41.0,0.0,na,na,na,na,66.0,3.7,na,48.0,9.0,"1,372.5",45.4,7.4,https://www.facebook.com/byloveart,"3,200.0",na,0.0,0.0,na,9.0,0.0,na,0.0,0.0,na,4.0,0.0,na,0.0,0.0,na,1.3,0.3,,loveartsushi,https://www.tiktok.com/@loveartsushi,56.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,097.0",33.0,0.0,957.3,44.7,0.0,loveartsushi,0.00,0.00,0.00,684.00,39.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,"12,008.50",583.50,14.50,"13,300.00",335.00,4.00
Novara Restaurant | Milton MA,https://www.instagram.com/novaramilton/,"8,335.0","1,448.0",118.6,5.8,na,162.6,6.4,na,142.4,6.6,na,118.4,3.2,"3,485.0",192.2,6.4,"2,887.0",189.6,7.6,https://www.facebook.com/novaramilton,"9,300.0",na,73.6,9.0,na,73.6,7.2,na,86.8,9.2,na,56.2,2.6,na,87.0,3.6,na,112.2,9.4,,novaramilton,https://www.tiktok.com/@novaramilton,74.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,2.0,0.0,0.0,0.0,0.0,novaramilton,645.00,47.33,3.33,502.00,20.00,0.00,"1,215.00",35.00,0.00,497.00,9.00,0.00,"2,551.00",55.00,0.00,0.00,0.00,0.00
Abby Park | Milton Restaurant,https://www.instagram.com/abbyparkmilton/,"2,401.0",na,36.6,1.2,671.0,41.6,0.8,na,34.4,1.2,na,57.6,1.6,na,43.8,1.4,950.0,70.4,1.6,https://www.facebook.com/profile.php?id=100000128568880,"2,600.0",na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,abbyparkmilton,https://www.tiktok.com/@abbyparkmilton,23.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,abbyparkmilton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,382.00",58.00,3.00
Dorchester Brewing Company,https://www.instagram.com/dorchesterbrewing/,"21,000.0","1,488.0",47.8,1.0,"10,000.0",100.0,4.8,na,53.4,0.2,"1,351.0",37.4,0.6,na,123.2,5.0,na,77.2,2.0,https://www.facebook.com/DorchesterBrewingCompany,"15,000.0",na,5.2,0.6,na,6.6,0.2,na,7.0,0.4,na,6.6,0.6,na,15.2,1.4,na,5.0,0.0,,dorchesterbrewing,https://www.tiktok.com/@dorchesterbrewing,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dorchesterbrewing,718.67,38.00,1.67,871.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,679.00,23.33,1.00
M & M BBQ,https://www.instagram.com/mandmbbq/,"4,233.0",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,"1,289.0",67.7,2.0,https://www.facebook.com/MandMbbq,305.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,mandmbbq,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,mandmbbq,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Pazza on Porter,https://www.instagram.com/pazzaonporter/,"8,116.0",na,60.0,26.6,na,26.8,0.2,na,20.0,0.0,329.0,91.2,0.2,na,40.8,0.6,na,89.6,1.6,https://www.facebook.com/pazzaonporter,"1,900.0",na,3.4,0.0,na,3.4,0.0,na,3.0,0.4,na,2.4,0.0,na,5.4,0.2,na,4.4,0.0,,pazzaonporter,https://www.tiktok.com/@pazzaonporter,227.0,"1,160.0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pazzaonporter,543.00,11.00,0.00,253.00,5.00,0.00,575.00,10.00,0.00,"53,600.00","2,822.00",13.00,0.00,0.00,0.00,0.00,0.00,0.00
Giulia,https://www.instagram.com/giuliarestaurant/,"7,629.0",na,na,na,na,na,na,na,na,na,na,104.0,3.0,na,na,na,na,na,na,https://www.facebook.com/pages/Giulia-Restaurant/494622647371359,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,giuliarestaurant,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,giuliarestaurant,0.00,0.00,0.00,0.00,0.00,0.00,432.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
loveartpoke,https://www.instagram.com/loveartpoke/,18.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,https://www.facebook.com/pokebyloveart,37.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,loveartpoke,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,loveartpoke,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
CHILACATES,https://www.instagram.com/chilacates/,"64,000.0",na,18.6,0.2,na,28.2,0.2,"2,619.7",90.0,3.6,"1,510.0",67.4,0.4,"1,806.0",42.8,0.2,"5,446.5",206.8,9.8,https://www.facebook.com/chilacatesmexicanstreetfood,"2,300.0",na,2.2,0.0,na,1.8,0.0,na,3.8,0.0,na,2.2,0.0,na,4.2,0.2,na,13.5,,,chilacates,https://www.tiktok.com/@chilacates,84.0,"2,741.0",0.0,0.0,0.0,0.0,0.0,0.0,648.3,6.3,0.0,350.9,11.4,0.0,352.4,17.8,0.2,626.2,50.4,1.6,chilacates,0.00,0.00,0.00,"4,282.50",81.50,8.00,"3,640.00",113.00,1.00,0.00,0.00,0.00,539.00,34.00,1.50,0.00,0.00,0.00
Capo Restaurant,https://www.instagram.com/caposouthbos/,"29,000.0","11,257.7",310.4,3.2,"17,500.0",375.0,7.0,na,231.0,2.4,na,270.8,4.4,"9,054.7",327.8,3.6,"35,000.0",387.8,4.6,https://www.facebook.com/caposouthbos/,"6,400.0",na,3.0,0.0,na,5.0,0.0,na,6.0,0.0,na,7.6,0.8,na,8.2,0.6,na,6.8,0.2,,caposouthbos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,caposouthbos,"1,886.67",62.33,4.33,"1,011.00",45.00,1.00,"2,142.00",104.00,1.00,"35,040.50","1,698.00",7.50,"2,583.00",71.00,0.00,"11,873.75",423.75,4.25
na,https://www.instagram.com/tottoboston/,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,https://www.facebook.com/YakitoriTottoBos,75.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,tottoboston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,tottoboston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
SweetCheeksQ,https://www.instagram.com/sweetcheeksbbq/,"14,000.0",na,40.5,1.3,"3,844.5",86.7,5.7,"8,279.7",179.8,9.6,"2,485.0",108.4,3.0,na,42.8,0.6,na,27.4,1.8,https://www.facebook.com/profile.php?id=100066346977150,"5,600.0",na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,sweetcheeksbbq,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,sweetcheeksbbq,0.00,0.00,0.00,260.25,6.50,0.00,410.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,276.00,2.00,0.00
