business_name,insta_link,insta_followers,insta_ave_views_first5_biz_202309,insta_ave_likes_first5_biz_202309,insta_ave_comments_first5_biz_202309,insta_ave_views_first5_biz_202308,insta_ave_likes_first5_biz_202308,insta_ave_comments_first5_biz_202308,insta_ave_views_first5_biz_202307,insta_ave_likes_first5_biz_202307,insta_ave_comments_first5_biz_202307,insta_ave_views_first5_biz_202306,insta_ave_likes_first5_biz_202306,insta_ave_comments_first5_biz_202306,insta_ave_views_first5_biz_202305,insta_ave_likes_first5_biz_202305,insta_ave_comments_first5_biz_202305,insta_ave_views_first5_biz_202304,insta_ave_likes_first5_biz_202304,insta_ave_comments_first5_biz_202304,fb_link,fb_followers,fb_ave_views_first5_biz_202309,fb_ave_likes_first5_biz_202309,fb_ave_comments_first5_biz_202309,fb_ave_views_first5_biz_202308,fb_ave_likes_first5_biz_202308,fb_ave_comments_first5_biz_202308,fb_ave_views_first5_biz_202307,fb_ave_likes_first5_biz_202307,fb_ave_comments_first5_biz_202307,fb_ave_views_first5_biz_202306,fb_ave_likes_first5_biz_202306,fb_ave_comments_first5_biz_202306,fb_ave_views_first5_biz_202305,fb_ave_likes_first5_biz_202305,fb_ave_comments_first5_biz_202305,fb_ave_views_first5_biz_202304,fb_ave_likes_first5_biz_202304,fb_ave_comments_first5_biz_202304,,insta_name,tiktok_link,tiktok_followers,tiktok_likes,tiktok_ave_views_first5_biz_202309,tiktok_ave_likes_first5_biz_202309,tiktok_ave_comments_first5_biz_202309,tiktok_ave_views_first5_biz_202308,tiktok_ave_likes_first5_biz_202308,tiktok_ave_comments_first5_biz_202308,tiktok_ave_views_first5_biz_202307,tiktok_ave_likes_first5_biz_202307,tiktok_ave_comments_first5_biz_202307,tiktok_ave_views_first5_biz_202306,tiktok_ave_likes_first5_biz_202306,tiktok_ave_comments_first5_biz_202306,tiktok_ave_views_first5_biz_202305,tiktok_ave_likes_first5_biz_202305,tiktok_ave_comments_first5_biz_202305,tiktok_ave_views_first5_biz_202304,tiktok_ave_likes_first5_biz_202304,tiktok_ave_comments_first5_biz_202304,insta_name,tiktok_ave_views_first5_nonbiz_202309,tiktok_ave_likes_first5_nonbiz_202309,tiktok_ave_comments_first5_nonbiz_202309,tiktok_ave_views_first5_nonbiz_202308,tiktok_ave_likes_first5_nonbiz_202308,tiktok_ave_comments_first5_nonbiz_202308,tiktok_ave_views_first5_nonbiz_202307,tiktok_ave_likes_first5_nonbiz_202307,tiktok_ave_comments_first5_nonbiz_202307,tiktok_ave_views_first5_nonbiz_202306,tiktok_ave_likes_first5_nonbiz_202306,tiktok_ave_comments_first5_nonbiz_202306,tiktok_ave_views_first5_nonbiz_202305,tiktok_ave_likes_first5_nonbiz_202305,tiktok_ave_comments_first5_nonbiz_202305,tiktok_ave_views_first5_nonbiz_202304,tiktok_ave_likes_first5_nonbiz_202304,tiktok_ave_comments_first5_nonbiz_202304
Ebi Sushi,https://www.instagram.com/ebisushisomerville/,"3,325.0",na,22.2,1.0,na,66.8,3.5,748.0,38.2,1.4,746.0,26.0,1.8,na,65.0,3.6,814.5,31.2,1.6,https://www.facebook.com/ebisushibar/,"2,000.0",na,5.8,0.0,na,19.2,1.4,na,10.6,0.8,na,6.2,0.6,na,13.2,1.2,na,12.8,0.6,,ebisushisomerville,https://www.tiktok.com/@ebisushisomerville,21.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ebisushisomerville,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,601.00,18.33,0.00,155.00,3.00,0.00
North Coast Seafoods,https://www.instagram.com/northcoastseafoods/,"4,741.0",na,na,na,"1,996.5",86.0,3.0,na,na,na,"2,298.0",159.0,17.0,"1,050.0","2,495.0",277.0,783.0,na,na,https://www.facebook.com/northcoastseafoods,"4,700.0",na,9.6,1.2,na,9.0,1.0,na,0.0,0.0,na,21.8,2.8,na,47.7,2.3,na,21.3,3.3,,northcoastseafoods,https://www.tiktok.com/@northcoastseafoods,77.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,northcoastseafoods,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Blackbird Doughnuts,https://www.instagram.com/blackbirddoughnuts/,"67,000.0","8,612.2",211.6,5.8,"7,586.3",297.4,2.2,"6,240.3",415.4,7.8,na,957.2,19.6,"11,000.0",387.0,18.0,"19,500.0",450.0,7.5,https://www.facebook.com/blackbirddoughnuts,"5,300.0",na,14.8,1.0,na,11.2,0.2,na,11.5,0.0,na,10.0,0.4,na,10.0,0.7,na,6.0,1.2,,blackbirddoughnuts,https://www.tiktok.com/@blackbirddoughnuts,51.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blackbirddoughnuts,"7,283.00",136.00,7.00,269.00,5.00,0.00,"1,990.50",44.50,1.50,825.00,44.25,3.00,"6,749.00",309.00,11.00,"2,069.80",86.40,3.80
Laughing Monk Cafe l Omakase & Tasting Box Togo,https://www.instagram.com/laughingmonkcafe/,"2,263.0",na,68.7,1.0,"14,000.0",57.2,2.0,"2,394.5",80.8,5.8,"29,784.3",42.3,1.8,"5,439.0",189.8,19.0,"1,110.0",125.8,5.0,https://www.facebook.com/laughingmonkcafe/,942.0,na,5.2,0.2,na,5.8,0.0,na,7.2,0.2,na,4.0,0.0,na,4.0,0.0,na,9.3,2.3,,laughingmonkcafe,https://www.tiktok.com/@laughingmonkcafe,15.0,127.0,0.0,0.0,0.0,499.0,4.7,0.0,0.0,0.0,0.0,403.7,18.0,0.0,0.0,0.0,0.0,274.0,10.7,0.3,laughingmonkcafe,899.00,45.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,986.00",101.00,7.00,"9,465.00",387.00,4.00,0.00,0.00,0.00
Banyan Bar + Refuge,https://www.instagram.com/banyanboston/,"11,000.0","1,136.4",44.4,0.6,na,81.0,7.7,"33,299.5",318.8,4.0,"1,826.0",68.8,2.0,"2,488.0",62.3,0.5,"1,565.0",91.8,2.4,https://www.facebook.com/banyanboston,"1,200.0",na,0.4,0.0,na,0.0,0.0,na,0.2,0.0,na,1.4,0.0,na,0.4,0.0,na,0.6,0.0,,banyanboston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,banyanboston,"1,025.00",19.00,0.00,0.00,0.00,0.00,"6,594.00",284.00,2.67,"32,900.00","1,174.00",13.00,0.00,0.00,0.00,0.00,0.00,0.00
April 23 Cafe,https://www.instagram.com/april23cafe/,"1,109.0",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,https://www.facebook.com/profile.php?id=100064803019467,62.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,april23cafe,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,april23cafe,0.00,0.00,0.00,0.00,0.00,0.00,"1,200.00",127.00,5.00,0.00,0.00,0.00,"1,097.00",157.00,0.00,0.00,0.00,0.00
Umami Omakase,https://www.instagram.com/umamiomakase/,"3,093.0",na,261.0,94.0,na,176.0,7.0,na,11.0,0.0,na,12.0,0.0,na,na,na,na,80.0,0.0,https://www.facebook.com/umamicambridge,29.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,umamiomakase,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,umamiomakase,"12,700.00",498.00,18.00,0.00,0.00,0.00,869.00,20.50,0.00,939.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kavaneo Taverana,https://www.instagram.com/kavaneotaverna/,"7,989.0",na,na,1.4,na,86.8,5.2,na,16.5,2.6,na,73.0,3.8,na,70.2,1.0,na,82.2,0.6,https://www.facebook.com/kavaneotaverna,"2,600.0",na,8.0,1.4,na,8.2,0.0,na,6.0,0.4,na,7.8,0.0,na,5.4,0.0,na,6.8,0.0,,kavaneotaverna,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,kavaneotaverna,543.00,11.00,3.00,"1,052.50",32.00,2.50,0.00,0.00,0.00,644.00,20.50,0.50,"14,221.00",498.00,4.50,0.00,0.00,0.00
Tiger Sugar,https://www.instagram.com/tigersugar.usa/,"468,000.0",na,"1,360.4",32.6,na,"2,768.8","1,608.4",na,986.6,31.0,na,529.0,7.2,na,783.4,5.4,na,810.6,14.6,https://www.facebook.com/tigersugarusa,"11,000.0",na,51.2,7.4,na,70.0,35.6,na,10.4,1.4,na,5.2,0.2,na,6.0,1.0,na,6.2,0.6,,tigersugar.usa,https://www.tiktok.com/@tiger_sugar,"61,500.0","2,500,000.0",0.0,0.0,0.0,"12,819.0",611.0,29.5,"3,212.8",74.4,41.4,"31,674.6",84.6,2.2,"44,858.4","2,773.0",30.8,"143,920.6","3,329.6","5,562.6",tigersugar.usa,543.00,11.00,3.00,"1,052.50",32.00,2.50,0.00,0.00,0.00,644.00,20.50,0.50,"14,221.00",498.00,4.50,0.00,0.00,0.00
Mooo Seaport,https://www.instagram.com/mooorestaurant/,"4,446.0",na,66.7,1.2,na,65.0,1.2,na,50.2,1.4,na,60.2,1.0,na,62.0,2.0,na,81.2,2.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,mooorestaurant,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,mooorestaurant,940.00,24.50,1.00,"1,257.00",22.00,0.00,na,na,na,"3,287.00",72.00,5.00,na,na,na,"16,962.50",848.50,2.50
PERMANTLY CLOSED,https://www.instagram.com/mikkususando/,,,,,,,,,,,,,,na,,,,,,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,mikkususando,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,mikkususando,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Uni Boston,https://www.instagram.com/uni_boston/,"18,000.0",na,276.2,0.8,na,62.0,0.0,na,138.8,0.2,na,109.0,0.0,na,134.7,0.3,na,120.6,0.2,https://www.facebook.com/UNIBoston,"4,500.0",na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,uni_boston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,uni_boston,na,na,na,na,na,na,na,na,na,460.00,10.00,0.00,"3,997.00",72.00,1.00,na,na,na
Bartaco,https://www.instagram.com/bartacolife/,"114,000.0",na,432.0,18.8,na,431.6,18.4,na,496.6,22.0,na,"1,885.2",74.8,na,522.8,21.6,na,496.0,30.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,bartacolife,https://www.tiktok.com/@bartacolife?lang=en,"37,900.0","96,300.0","2,715.4",39.0,1.6,"1,848.4",50.4,5.0,"21,202.0",171.6,9.2,"8,982.1",134.6,2.4,"3,730.3",91.3,5.0,"1,885.3",33.0,0.7,bartacolife,"1,293.00",59.00,1.00,na,na,na,na,na,na,"1,857.00",101.00,7.00,595.00,29.00,5.00,"3,511.00",52.00,5.00
Tsurutontan East,https://www.instagram.com/tsurutontan_east/,"10,200.0",na,62.8,4.6,na,93.4,4.0,na,43.0,2.4,na,43.4,2.0,na,63.6,2.6,na,155.6,2.4,https://www.facebook.com/profile.php?id=100028877515465,610.0,na,0.0,0.0,na,0.0,0.0,na,0.8,0.0,na,1.2,0.2,na,0.8,0.0,na,2.2,0.0,,tsurutontan_east,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,tsurutontan_east,777.00,28.00,0.50,"9,642.00",396.00,4.00,na,na,na,377.00,10.00,0.00,na,na,na,576.00,22.00,0.00
The Daily Catch,https://www.instagram.com/thedailycatch/,"23,400.0",na,250.8,5.2,na,536.8,6.0,na,"2,016.0",27.0,na,na,na,na,"3,688.6",30.4,na,"6,713.4",25.4,https://www.facebook.com/TheDailyCatch,"2,200.0",na,4.4,0.6,na,6.2,0.4,na,48.0,4.0,na,0.0,0.0,na,9.0,0.5,na,6.8,1.4,,thedailycatch,https://www.tiktok.com/@thedailycatch,47.0,503.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,54.0,0.0,642.4,37.6,0.0,thedailycatch,na,na,na,na,na,na,190.00,5.00,0.00,"2,711.50",167.25,2.25,"5,621.00",130.50,2.00,na,na,na
Sugar & Spice ,https://www.instagram.com/sugarspicethai/,"3,795.0",na,56.0,3.0,na,96.5,6.5,na,na,na,na,na,na,na,50.0,4.0,na,31.8,1.4,https://www.facebook.com/sugarandspicethai,"1,000.0",na,34.0,2.0,na,15.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,sugarspicethai,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,sugarspicethai,na,na,na,"10,500.00",382.00,5.00,na,na,na,na,na,na,na,na,na,na,na,na
Saloniki Greek,https://www.instagram.com/salonikigreek/,"6,339.0",na,42.5,1.6,na,24.0,2.6,na,46.7,6.6,na,47.0,1.6,na,32.2,1.4,na,52.6,1.8,https://www.facebook.com/salonikigreek,"2,000.0",na,1.6,0.0,na,1.0,0.0,na,1.6,0.0,na,4.6,0.3,na,1.4,0.0,na,6.0,0.4,,salonikigreek,https://www.tiktok.com/@salonikigreek,19.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,38.3,1.3,0.7,19.8,0.8,0.0,salonikigreek,na,na,na,333.00,6.00,0.00,na,na,na,na,na,na,68.00,0.00,1.00,828.00,44.00,0.00
Permanantly Closed,https://www.instagram.com/noodle_lab_boston/,980.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,,noodle_lab_boston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,noodle_lab_boston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Red Lentil watertown,https://www.instagram.com/redlentil600/,"2,754.0",na,12.3,1.3,na,na,na,na,52.0,2.0,na,37.5,1.5,na,na,na,na,23.0,0.0,https://www.facebook.com/redlentilrestaurant,"5,300.0",na,7.0,1.0,na,9.5,0.0,na,12.3,1.3,na,22.7,0.3,na,0.0,0.0,na,14.0,0.7,,redlentil600,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,redlentil600,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
PURO ceviche bar,https://www.instagram.com/purocevichebar/,"4,954.0",na,na,1.2,na,15.0,0.4,na,na,3.0,na,"1,029.5",45.0,#DIV/0!,na,9.0,na,na,na,https://www.facebook.com/purocevichebar,931.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,purocevichebar,https://www.tiktok.com/@puroceviche264,29.0,20.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,purocevichebar,na,na,na,"1,108.00",38.00,1.00,"1,031.00",40.50,2.00,na,na,na,"1,689.50",73.50,4.50,na,na,na
Parla,https://www.instagram.com/parlaboston/,"6,615.0",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,59.8,1.2,https://www.facebook.com/parlanorthend,"3,200.0",na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,parlaboston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,parlaboston,na,na,na,"11,549.50",474.50,3.00,na,na,na,na,na,na,na,na,na,na,na,na
Permanantly Closed,https://www.instagram.com/terangaboston/,192.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,https://www.facebook.com/teranga.boston.9,19.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,terangaboston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,terangaboston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Temazcal Tequila Cantina,https://www.instagram.com/temazcalcantina/,"4,630.0",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,38.0,0.0,https://www.facebook.com/temazcalcantina,"5,400.0",na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,temazcalcantina,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,temazcalcantina,746.00,17.00,0.00,"1,632.00",90.00,1.00,na,na,na,759.00,22.00,1.00,"1,154.00",22.00,0.00,na,na,na
Citrus & Salt,https://www.instagram.com/citrussaltbos/,"30,800.0",na,324.5,42.4,na,320.0,4.6,na,360.0,7.2,na,476.0,62.0,na,454.0,4.2,na,445.0,37.8,https://www.facebook.com/citrussaltBOS,"3,000.0",na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,citrussaltbos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,citrussaltbos,na,na,na,na,na,na,"2,163.00",133.50,2.00,359.00,20.00,0.00,na,na,na,na,na,na
La Colombe Coffee Roasters,https://www.instagram.com/lacolombecoffee/,"193,000.0",na,406.4,15.2,na,829.8,20.2,na,494.2,14.0,na,826.8,47.4,na,263.4,7.2,na,406.6,14.8,https://www.facebook.com/lacolombecoffee,"59,000.0",na,29.8,5.2,na,83.6,11.2,na,22.4,21.0,na,56.2,7.6,na,46.2,3.8,na,28.6,1.2,,lacolombecoffee,https://www.tiktok.com/@lacolombecoffee,"11,100.0","236,600.0","2,322.2",76.0,1.0,"1,234.6",56.8,4.4,"2,220.8",105.2,1.8,"18,936.4",867.4,13.4,"9,945.0",276.4,7.2,"1,723.4",58.0,3.0,lacolombecoffee,"6,792.00",699.00,25.00,"1,688.00",126.00,4.00,na,na,na,na,na,na,na,na,na,na,na,na
Ruckus,https://www.instagram.com/ruckusboston/,"1,860.0",na,45.2,0.2,na,48.0,0.6,na,12.0,0.4,na,32.0,2.2,na,na,na,na,na,na,https://www.facebook.com/ruckusbos,608.0,na,0.2,0.0,na,2.0,0.2,na,0.4,0.0,na,0.6,0.0,na,0.4,0.0,na,0.0,0.0,,ruckusboston,https://www.tiktok.com/@ruckusboston,12.0,438.0,"1,508.0",97.0,1.0,524.5,29.5,0.0,290.0,7.0,0.0,327.3,19.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,ruckusboston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Area Four,https://www.instagram.com/areafour/,"20,500.0",na,80.0,32.5,na,23.6,0.2,na,48.6,28.6,na,32.2,0.2,na,89.8,25.2,na,81.2,34.6,https://www.facebook.com/areafourcambridge,"5,800.0",na,2.2,1.0,na,1.2,0.6,na,1.2,0.6,na,1.2,0.4,na,0.8,0.2,na,1.4,0.8,,areafour,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,areafour,na,na,na,na,na,na,"1,090.00",72.00,2.00,na,na,na,na,na,na,na,na,na
Toro Boston,https://www.instagram.com/toroboston/,"39,000.0",na,287.4,8.4,na,615.8,14.2,na,454.8,6.8,na,419.2,9.8,na,418.0,4.6,na,"2,502.8",34.8,https://www.facebook.com/pages/Toro/1564245513843780,44.0,na,17.0,6.0,na,31.2,3.8,na,29.0,5.6,na,11.2,3.0,na,8.0,0.0,na,36.8,4.0,,toroboston,https://www.tiktok.com/@jkfoodgroup,"3,554.0","51,900.0",299.0,3.3,0.3,364.6,12.8,0.2,534.6,12.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,toroboston,"2,066.00",82.00,0.00,na,na,na,na,na,na,"1,798.50",90.00,1.00,"3,128.00",65.00,0.00,562.00,11.00,0.00
George Howell Coffee,https://www.instagram.com/ghowellcoffee/,"27,200.0",na,76.0,1.8,na,69.2,0.8,na,212.0,6.0,na,91.4,3.8,na,84.2,2.6,na,92.6,2.0,https://www.facebook.com/GHowellCoffee,"6,100.0",na,14.8,0.6,na,19.2,0.2,na,24.6,1.0,na,8.4,0.2,na,11.8,0.2,na,18.8,1.6,,ghowellcoffee,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,ghowellcoffee,351.00,15.00,0.00,na,na,na,na,na,na,566.50,22.00,0.00,557.00,55.00,0.00,"1,654.00",49.00,0.00
Permanantly Closed,https://www.instagram.com/shabumaru/,173.0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,https://www.facebook.com/ShabumaruBoston,806.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,shabumaru,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,shabumaru,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Bar Mezzana,https://www.instagram.com/barmezzana/,"13,100.0",na,163.0,3.4,na,163.3,4.6,na,155.8,2.2,na,166.0,6.8,na,111.6,2.6,na,141.0,3.0,https://www.facebook.com/barmezzana,"2,300.0",na,14.8,1.0,na,14.0,0.8,na,15.2,1.8,na,32.0,5.0,na,15.4,0.2,na,17.4,1.0,,barmezzana,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,barmezzana,"1,058.00",38.00,3.00,865.00,29.00,1.00,na,na,na,"1,161.00",41.00,3.00,na,na,na,622.33,13.00,1.67
Ink Block Boston,https://www.instagram.com/inkblockboston/,"6,448.0",na,13.8,0.6,na,40.0,1.6,na,7.0,0.0,na,37.5,0.5,na,145.0,27.0,na,25.8,0.0,https://www.facebook.com/InkBlockApartments,"2,000.0",na,,,na,,,na,,,na,,,na,,,na,,,,inkblockboston,https://www.tiktok.com/@inkblockboston,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inkblockboston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Oishii Boston,https://www.instagram.com/oishiiboston/,"5,469.0",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,https://www.facebook.com/OishiiBoston,"1,800.0",na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,oishiiboston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,oishiiboston,na,na,na,"1,070.00",59.00,2.00,na,na,na,na,na,na,"11,000.00",428.00,6.00,"1,320.00",44.00,2.00
Crudo Boston,https://www.instagram.com/crudoboston/,"1,854.0",na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,https://www.facebook.com/CrudoBoston,"1,400.0",na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,crudoboston,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,crudoboston,"1,204.50",30.00,0.50,na,na,na,na,na,na,na,na,na,na,na,na,536.00,20.00,0.00
Meimei dumplings,https://www.instagram.com/meimeidumplings/,"25,000.0",na,439.2,13.2,na,549.4,4.0,na,207.2,5.0,na,167.2,4.6,na,230.8,5.6,na,254.8,5.4,https://www.facebook.com/meimeidumpling,"5,500.0",na,11.3,1.0,na,12.0,1.0,na,14.6,2.4,na,16.0,1.4,na,22.4,1.8,na,17.2,2.6,,meimeidumplings,https://www.tiktok.com/@meimeidumplings,126.0,"1,578.0",352.2,28.6,0.0,294.0,25.0,0.0,720.5,32.5,0.5,804.3,36.4,0.4,"1,181.7",83.5,0.0,"1,240.2",90.2,0.8,meimeidumplings,na,na,na,"1,138.00",46.00,3.00,na,na,na,na,na,na,na,na,na,na,na,na
Paramount Southie,https://www.instagram.com/paramountsouthie/,"3,032.0",na,na,0.0,na,na,na,na,na,1.0,na,na,na,na,na,1.2,na,na,na,https://www.facebook.com/paramountsouthie,"1,800.0",na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,na,0.0,0.0,,paramountsouthie,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,paramountsouthie,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Teado Central,https://www.instagram.com/teadocentral/,104.0,na,na,na,na,na,na,na,na,na,na,11.0,1.0,na,15.0,0.0,na,15.0,1.0,https://www.facebook.com/teadoboston,951.0,na,0.2,0.0,na,0.0,0.0,na,0.0,0.0,na,1.6,0.6,na,3.5,0.0,na,0.8,0.0,,teadocentral,https://www.tiktok.com/@teadocentralsq,14.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.3,2.8,0.0,teadocentral,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
Trade Boston,https://www.instagram.com/tradeboston/,"9,565.0",na,61.4,2.6,na,39.0,0.8,na,50.6,1.4,na,47.5,1.4,na,33.6,1.0,na,40.0,4.2,https://www.facebook.com/TradeBoston,"6,100.0",na,2.4,0.0,na,3.4,0.0,na,3.6,0.0,na,4.6,0.2,na,2.0,0.0,na,1.6,0.0,,tradeboston,https://www.tiktok.com/@tradeboston,20.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,4.0,0.5,38.3,1.0,0.0,35.0,0.7,0.0,4.2,0.6,0.0,tradeboston,na,na,na,640.00,26.00,4.00,na,na,na,"1,333.00",30.00,3.00,na,na,na,"1,485.00",55.00,2.00